continent	country	year	type	amount
Africa	Mauritania	2005	Spirits	0.01
Africa	Mauritania	2005	Other alcoholic beverages	0
Africa	Mauritius	2005	All types	3.94
Africa	Mauritius	2005	Beer	1.96
Africa	Mauritius	2005	Wine	0.32
Africa	Mauritius	2005	Spirits	1.66
Africa	Mauritius	2005	Other alcoholic beverages	0
North America	Mexico	2005	All types	4.96
North America	Mexico	2005	Beer	3.85
North America	Mexico	2005	Wine	0.09
North America	Mexico	2005	Spirits	0.99
North America	Mexico	2005	Other alcoholic beverages	0.03
Oceania	Micronesia (Federated States of)	2005	All types	1.9
Oceania	Micronesia (Federated States of)	2005	Beer	1.49
Oceania	Micronesia (Federated States of)	2005	Wine	0.16
Oceania	Micronesia (Federated States of)	2005	Spirits	0.25
Oceania	Micronesia (Federated States of)	2005	Other alcoholic beverages	0
Asia	Mongolia	2005	All types	2.73
Asia	Mongolia	2005	Beer	0.77
Asia	Mongolia	2005	Wine	0.06
Asia	Mongolia	2005	Spirits	1.89
Asia	Mongolia	2005	Other alcoholic beverages	0
Europe	Montenegro	2005	All types	NA
Europe	Montenegro	2005	Beer	NA
Europe	Montenegro	2005	Wine	NA
Europe	Montenegro	2005	Spirits	NA
Europe	Montenegro	2005	Other alcoholic beverages	NA
Africa	Morocco	2005	All types	0.53
Africa	Morocco	2005	Beer	0.23
Africa	Morocco	2005	Wine	0.24
Africa	Morocco	2005	Spirits	0.06
Africa	Morocco	2005	Other alcoholic beverages	0
Africa	Mozambique	2005	All types	0.62
Africa	Mozambique	2005	Beer	0.52
Africa	Mozambique	2005	Wine	0.09
Africa	Mozambique	2005	Spirits	0
Africa	Mozambique	2005	Other alcoholic beverages	0
Asia	Myanmar	2005	All types	0.62
Asia	Myanmar	2005	Beer	0.13
Asia	Myanmar	2005	Wine	0
Asia	Myanmar	2005	Spirits	0.49
Asia	Myanmar	2005	Other alcoholic beverages	0
Africa	Namibia	2005	All types	4.74
Africa	Namibia	2005	Beer	3.36
Africa	Namibia	2005	Wine	0.11
Africa	Namibia	2005	Spirits	0.98
Africa	Namibia	2005	Other alcoholic beverages	0.29
Oceania	Nauru	2005	All types	1.91
Oceania	Nauru	2005	Beer	1.76
Oceania	Nauru	2005	Wine	0.02
Oceania	Nauru	2005	Spirits	0.12
Oceania	Nauru	2005	Other alcoholic beverages	0
Oceania	Nauru	2005	All types	1.91
Oceania	Nauru	2005	Beer	1.76
Oceania	Nauru	2005	Wine	0.02
Oceania	Nauru	2005	Spirits	0.12
Oceania	Nauru	2005	Other alcoholic beverages	0
Asia	Nepal	2005	All types	0.23
Asia	Nepal	2005	Beer	0.08
Asia	Nepal	2005	Wine	0
Asia	Nepal	2005	Spirits	0.14
Asia	Nepal	2005	Other alcoholic beverages	0
Europe	Netherlands	2005	All types	9.67
Europe	Netherlands	2005	Beer	4.77
Europe	Netherlands	2005	Wine	3.3
Europe	Netherlands	2005	Spirits	1.59
Europe	Netherlands	2005	Other alcoholic beverages	0
Oceania	New Zealand	2005	All types	9.33
Oceania	New Zealand	2005	Beer	4.1
Oceania	New Zealand	2005	Wine	3
Oceania	New Zealand	2005	Spirits	2.18
Oceania	New Zealand	2005	Other alcoholic beverages	0.05
North America	Nicaragua	2005	All types	3.64
North America	Nicaragua	2005	Beer	1.12
North America	Nicaragua	2005	Wine	0.01
North America	Nicaragua	2005	Spirits	2.51
North America	Nicaragua	2005	Other alcoholic beverages	0
Africa	Niger	2005	All types	0.1
Africa	Niger	2005	Beer	0.05
Africa	Niger	2005	Wine	0.02
Africa	Niger	2005	Spirits	0.03
Africa	Niger	2005	Other alcoholic beverages	0
Africa	Nigeria	2005	All types	11.16
Africa	Nigeria	2005	Beer	0.54
Africa	Nigeria	2005	Wine	0
Africa	Nigeria	2005	Spirits	0.02
Africa	Nigeria	2005	Other alcoholic beverages	10.61
Oceania	Niue	2005	All types	6.22
Oceania	Niue	2005	Beer	3.15
Oceania	Niue	2005	Wine	1.89
Oceania	Niue	2005	Spirits	2.96
Oceania	Niue	2005	Other alcoholic beverages	0
Europe	Norway	2005	All types	6.37
Europe	Norway	2005	Beer	2.98
Europe	Norway	2005	Wine	2
Europe	Norway	2005	Spirits	1.28
Europe	Norway	2005	Other alcoholic beverages	0.11
Asia	Oman	2005	All types	0.62
Asia	Oman	2005	Beer	0.21
Asia	Oman	2005	Wine	0.01
Asia	Oman	2005	Spirits	0.4
Asia	Oman	2005	Other alcoholic beverages	0
Asia	Pakistan	2005	All types	0.04
Asia	Pakistan	2005	Beer	0
Asia	Pakistan	2005	Wine	0
Asia	Pakistan	2005	Spirits	0.03
Asia	Pakistan	2005	Other alcoholic beverages	0.01
North America	Panama	2005	All types	5.55
North America	Panama	2005	Beer	3.61
North America	Panama	2005	Wine	0.15
North America	Panama	2005	Spirits	1.78
North America	Panama	2005	Other alcoholic beverages	0.01
Oceania	Papua New Guinea	2005	All types	0.84
Oceania	Papua New Guinea	2005	Beer	0.81
Oceania	Papua New Guinea	2005	Wine	0.02
Oceania	Papua New Guinea	2005	Spirits	0.01
Oceania	Papua New Guinea	2005	Other alcoholic beverages	0
South America	Paraguay	2005	All types	5.98
South America	Paraguay	2005	Beer	2.84
South America	Paraguay	2005	Wine	1.44
South America	Paraguay	2005	Spirits	1.7
South America	Paraguay	2005	Other alcoholic beverages	0
South America	Peru	2005	All types	4.96
South America	Peru	2005	Beer	2.14
South America	Peru	2005	Wine	0.6
South America	Peru	2005	Spirits	2.22
South America	Peru	2005	Other alcoholic beverages	0.01
Asia	Philippines	2005	All types	4.21
Asia	Philippines	2005	Beer	1.29
Asia	Philippines	2005	Wine	0.02
Asia	Philippines	2005	Spirits	2.9
Asia	Philippines	2005	Other alcoholic beverages	0
Europe	Poland	2005	All types	9.5
Europe	Poland	2005	Beer	5.3
Europe	Poland	2005	Wine	1.2
Europe	Poland	2005	Spirits	3
Europe	Poland	2005	Other alcoholic beverages	0
Europe	Portugal	2005	All types	13.34
Europe	Portugal	2005	Beer	3.76
Europe	Portugal	2005	Wine	7.97
Europe	Portugal	2005	Spirits	1.12
Europe	Portugal	2005	Other alcoholic beverages	0.48
North America	Puerto Rico	2005	All types	5.35
North America	Puerto Rico	2005	Beer	3.68
North America	Puerto Rico	2005	Wine	0.34
North America	Puerto Rico	2005	Spirits	1.23
North America	Puerto Rico	2005	Other alcoholic beverages	0.09
Asia	Qatar	2005	All types	1.16
Asia	Qatar	2005	Beer	0.35
Asia	Qatar	2005	Wine	0.11
Asia	Qatar	2005	Spirits	0.7
Asia	Qatar	2005	Other alcoholic beverages	0
Asia	Republic of Korea	2005	All types	9.03
Asia	Republic of Korea	2005	Beer	1.89
Asia	Republic of Korea	2005	Wine	0.12
Asia	Republic of Korea	2005	Spirits	0.34
Asia	Republic of Korea	2005	Other alcoholic beverages	6.68
Europe	Republic of Moldova	2005	All types	10.16
Europe	Republic of Moldova	2005	Beer	1.45
Europe	Republic of Moldova	2005	Wine	4.12
Europe	Republic of Moldova	2005	Spirits	3.9
Europe	Republic of Moldova	2005	Other alcoholic beverages	0.69
Europe	Romania	2005	All types	9.95
Europe	Romania	2005	Beer	4.07
Europe	Romania	2005	Wine	2.33
Europe	Romania	2005	Spirits	1.28
Europe	Romania	2005	Other alcoholic beverages	0
Europe	Russian Federation	2005	All types	11.59
Europe	Russian Federation	2005	Beer	3.66
Europe	Russian Federation	2005	Wine	1.03
Europe	Russian Federation	2005	Spirits	6.9
Europe	Russian Federation	2005	Other alcoholic beverages	0
Africa	Rwanda	2005	All types	9.31
Africa	Rwanda	2005	Beer	0.54
Africa	Rwanda	2005	Wine	0
Africa	Rwanda	2005	Spirits	0
Africa	Rwanda	2005	Other alcoholic beverages	8.77
North America	Saint Kitts and Nevis	2005	All types	10.03
North America	Saint Kitts and Nevis	2005	Beer	3.85
North America	Saint Kitts and Nevis	2005	Wine	0.23
North America	Saint Kitts and Nevis	2005	Spirits	5.73
North America	Saint Kitts and Nevis	2005	Other alcoholic beverages	0.22
North America	Saint Lucia	2005	All types	12.1
North America	Saint Lucia	2005	Beer	3.57
North America	Saint Lucia	2005	Wine	0.72
North America	Saint Lucia	2005	Spirits	7.16
North America	Saint Lucia	2005	Other alcoholic beverages	0.65
North America	Saint Vincent and the Grenadines	2005	All types	6.03
North America	Saint Vincent and the Grenadines	2005	Beer	2.43
North America	Saint Vincent and the Grenadines	2005	Wine	0.19
North America	Saint Vincent and the Grenadines	2005	Spirits	3.32
North America	Saint Vincent and the Grenadines	2005	Other alcoholic beverages	0.1
Oceania	Samoa	2005	All types	3.63
Oceania	Samoa	2005	Beer	3.31
Oceania	Samoa	2005	Wine	0.08
Oceania	Samoa	2005	Spirits	0.24
Oceania	Samoa	2005	Other alcoholic beverages	0
Africa	Sao Tome and Principe	2005	All types	5.5
Africa	Sao Tome and Principe	2005	Beer	1.15
Africa	Sao Tome and Principe	2005	Wine	3.5
Africa	Sao Tome and Principe	2005	Spirits	0.85
Africa	Sao Tome and Principe	2005	Other alcoholic beverages	0
Asia	Saudi Arabia	2005	All types	0.05
Asia	Saudi Arabia	2005	Beer	0
Asia	Saudi Arabia	2005	Wine	0
Asia	Saudi Arabia	2005	Spirits	0.05
Asia	Saudi Arabia	2005	Other alcoholic beverages	0
Africa	Senegal	2005	All types	0.33
Africa	Senegal	2005	Beer	0.16
Africa	Senegal	2005	Wine	0.12
Africa	Senegal	2005	Spirits	0.04
Africa	Senegal	2005	Other alcoholic beverages	0
Europe	Serbia	2005	All types	NA
Europe	Serbia	2005	Beer	NA
Europe	Serbia	2005	Wine	NA
Europe	Serbia	2005	Spirits	NA
Europe	Serbia	2005	Other alcoholic beverages	NA
Africa	Seychelles	2005	All types	8.4
Africa	Seychelles	2005	Beer	5.1
Africa	Seychelles	2005	Wine	2.48
Africa	Seychelles	2005	Spirits	0.82
Africa	Seychelles	2005	Other alcoholic beverages	0
Africa	Sierra Leone	2005	All types	3.95
Africa	Sierra Leone	2005	Beer	0.14
Africa	Sierra Leone	2005	Wine	0.01
Africa	Sierra Leone	2005	Spirits	0.02
Africa	Sierra Leone	2005	Other alcoholic beverages	3.78
Asia	Singapore	2005	All types	1.49
Asia	Singapore	2005	Beer	1.1
Asia	Singapore	2005	Wine	0.18
Asia	Singapore	2005	Spirits	0.18
Asia	Singapore	2005	Other alcoholic beverages	0.03
Europe	Slovakia	2005	All types	10.83
Europe	Slovakia	2005	Beer	3.85
Europe	Slovakia	2005	Wine	1.56
Europe	Slovakia	2005	Spirits	5.42
Europe	Slovakia	2005	Other alcoholic beverages	0
Europe	Slovenia	2005	All types	11.19
Europe	Slovenia	2005	Beer	4.7
Europe	Slovenia	2005	Wine	5.22
Europe	Slovenia	2005	Spirits	1.09
Europe	Slovenia	2005	Other alcoholic beverages	0.19
Oceania	Solomon Islands	2005	All types	1.13
Oceania	Solomon Islands	2005	Beer	0.67
Oceania	Solomon Islands	2005	Wine	0.03
Oceania	Solomon Islands	2005	Spirits	0.41
Oceania	Solomon Islands	2005	Other alcoholic beverages	0.02
Africa	Somalia	2005	All types	0
Africa	Somalia	2005	Beer	0
Africa	Somalia	2005	Wine	0
Africa	Somalia	2005	Spirits	0
Africa	Somalia	2005	Other alcoholic beverages	0
Africa	South Africa	2005	All types	8.94
Africa	South Africa	2005	Beer	4.05
Africa	South Africa	2005	Wine	1.45
Africa	South Africa	2005	Spirits	1.36
Africa	South Africa	2005	Other alcoholic beverages	2.08
Europe	Spain	2005	All types	11.92
Europe	Spain	2005	Beer	4.98
Europe	Spain	2005	Wine	3.67
Europe	Spain	2005	Spirits	3.27
Europe	Spain	2005	Other alcoholic beverages	0
Asia	Sri Lanka	2005	All types	1.97
Asia	Sri Lanka	2005	Beer	0.3
Asia	Sri Lanka	2005	Wine	0
Asia	Sri Lanka	2005	Spirits	1.63
Asia	Sri Lanka	2005	Other alcoholic beverages	0.04
Africa	Sudan	2005	All types	1.55
Africa	Sudan	2005	Beer	0
Africa	Sudan	2005	Wine	0
Africa	Sudan	2005	Spirits	0.27
Africa	Sudan	2005	Other alcoholic beverages	1.28
South America	Suriname	2005	All types	4.5
South America	Suriname	2005	Beer	1.53
South America	Suriname	2005	Wine	0.13
South America	Suriname	2005	Spirits	2.75
South America	Suriname	2005	Other alcoholic beverages	0.1
Europe	Sweden	2005	All types	6.5
Europe	Sweden	2005	Beer	2.6
Europe	Sweden	2005	Wine	2.9
Europe	Sweden	2005	Spirits	1
Europe	Sweden	2005	Other alcoholic beverages	0
Europe	Switzerland	2005	All types	10.15
Europe	Switzerland	2005	Beer	3.11
Europe	Switzerland	2005	Wine	5.14
Europe	Switzerland	2005	Spirits	1.79
Europe	Switzerland	2005	Other alcoholic beverages	0.12
Asia	Syrian Arab Republic	2005	All types	0.78
Asia	Syrian Arab Republic	2005	Beer	0.04
Asia	Syrian Arab Republic	2005	Wine	0
Asia	Syrian Arab Republic	2005	Spirits	0.74
Asia	Syrian Arab Republic	2005	Other alcoholic beverages	0
Asia	Tajikistan	2005	All types	0.76
Asia	Tajikistan	2005	Beer	0.15
Asia	Tajikistan	2005	Wine	0.29
Asia	Tajikistan	2005	Spirits	0.33
Asia	Tajikistan	2005	Other alcoholic beverages	0
Asia	Thailand	2005	All types	6.21
Asia	Thailand	2005	Beer	1.69
Asia	Thailand	2005	Wine	0.02
Asia	Thailand	2005	Spirits	4.51
Asia	Thailand	2005	Other alcoholic beverages	0
Europe	The former Yugoslav republic of Macedonia	2005	All types	4.58
Europe	The former Yugoslav republic of Macedonia	2005	Beer	2
Europe	The former Yugoslav republic of Macedonia	2005	Wine	1.79
Europe	The former Yugoslav republic of Macedonia	2005	Spirits	0.79
Europe	The former Yugoslav republic of Macedonia	2005	Other alcoholic beverages	0.01
Asia	Timor-Leste	2005	All types	0.36
Asia	Timor-Leste	2005	Beer	0.34
Asia	Timor-Leste	2005	Wine	0.02
Asia	Timor-Leste	2005	Spirits	0
Asia	Timor-Leste	2005	Other alcoholic beverages	0
Africa	Togo	2005	All types	1.11
Africa	Togo	2005	Beer	0.48
Africa	Togo	2005	Wine	0.32
Africa	Togo	2005	Spirits	0.06
Africa	Togo	2005	Other alcoholic beverages	0.25
Oceania	Tonga	2005	All types	1.57
Oceania	Tonga	2005	Beer	0.88
Oceania	Tonga	2005	Wine	0.28
Oceania	Tonga	2005	Spirits	0.41
Oceania	Tonga	2005	Other alcoholic beverages	0
North America	Trinidad and Tobago	2005	All types	6.12
North America	Trinidad and Tobago	2005	Beer	3.15
North America	Trinidad and Tobago	2005	Wine	0.13
North America	Trinidad and Tobago	2005	Spirits	2.72
North America	Trinidad and Tobago	2005	Other alcoholic beverages	0.11
Africa	Tunisia	2005	All types	1.37
Africa	Tunisia	2005	Beer	0.85
Africa	Tunisia	2005	Wine	0.45
Africa	Tunisia	2005	Spirits	0.06
Africa	Tunisia	2005	Other alcoholic beverages	0
Asia	Turkey	2005	All types	1.29
Asia	Turkey	2005	Beer	0.77
Asia	Turkey	2005	Wine	0.06
Asia	Turkey	2005	Spirits	0.46
Asia	Turkey	2005	Other alcoholic beverages	0
Asia	Turkmenistan	2005	All types	2.85
Asia	Turkmenistan	2005	Beer	0.22
Asia	Turkmenistan	2005	Wine	1.37
Asia	Turkmenistan	2005	Spirits	1.26
Asia	Turkmenistan	2005	Other alcoholic beverages	0
Oceania	Tuvalu	2005	All types	0.94
Oceania	Tuvalu	2005	Beer	0.54
Oceania	Tuvalu	2005	Wine	0.17
Oceania	Tuvalu	2005	Spirits	0.23
Oceania	Tuvalu	2005	Other alcoholic beverages	0
Africa	Uganda	2005	All types	11.41
Africa	Uganda	2005	Beer	0.51
Africa	Uganda	2005	Wine	0
Africa	Uganda	2005	Spirits	0.19
Africa	Uganda	2005	Other alcoholic beverages	10.71
Europe	Ukraine	2005	All types	7.34
Europe	Ukraine	2005	Beer	2.67
Europe	Ukraine	2005	Wine	0.63
Europe	Ukraine	2005	Spirits	3.86
Europe	Ukraine	2005	Other alcoholic beverages	0.18
Asia	United Arab Emirates	2005	All types	1.62
Asia	United Arab Emirates	2005	Beer	0.37
Asia	United Arab Emirates	2005	Wine	0.13
Asia	United Arab Emirates	2005	Spirits	1.12
Asia	United Arab Emirates	2005	Other alcoholic beverages	0.01
Europe	United Kingdom of Great Britain and Northern Ireland	2005	All types	11.37
Europe	United Kingdom of Great Britain and Northern Ireland	2005	Beer	4.85
Europe	United Kingdom of Great Britain and Northern Ireland	2005	Wine	3.42
Europe	United Kingdom of Great Britain and Northern Ireland	2005	Spirits	2.45
Europe	United Kingdom of Great Britain and Northern Ireland	2005	Other alcoholic beverages	0.65
Africa	United Republic of Tanzania	2005	All types	5.7
Africa	United Republic of Tanzania	2005	Beer	0.56
Africa	United Republic of Tanzania	2005	Wine	0.01
Africa	United Republic of Tanzania	2005	Spirits	0.15
Africa	United Republic of Tanzania	2005	Other alcoholic beverages	4.98
North America	United States of America	2005	All types	8.52
North America	United States of America	2005	Beer	4.5
North America	United States of America	2005	Wine	1.36
North America	United States of America	2005	Spirits	2.65
North America	United States of America	2005	Other alcoholic beverages	0
South America	Uruguay	2005	All types	6.35
South America	Uruguay	2005	Beer	1.35
South America	Uruguay	2005	Wine	4.23
South America	Uruguay	2005	Spirits	0.77
South America	Uruguay	2005	Other alcoholic beverages	0
Asia	Uzbekistan	2005	All types	1.88
Asia	Uzbekistan	2005	Beer	0.46
Asia	Uzbekistan	2005	Wine	0.25
Asia	Uzbekistan	2005	Spirits	1.17
Asia	Uzbekistan	2005	Other alcoholic beverages	0
Oceania	Vanuatu	2005	All types	0.88
Oceania	Vanuatu	2005	Beer	0.47
Oceania	Vanuatu	2005	Wine	0.22
Oceania	Vanuatu	2005	Spirits	0.19
Oceania	Vanuatu	2005	Other alcoholic beverages	0
South America	Venezuela (Bolivarian Republic of)	2005	All types	7.91
South America	Venezuela (Bolivarian Republic of)	2005	Beer	6.17
South America	Venezuela (Bolivarian Republic of)	2005	Wine	0.11
South America	Venezuela (Bolivarian Republic of)	2005	Spirits	1.6
South America	Venezuela (Bolivarian Republic of)	2005	Other alcoholic beverages	0.03
Asia	Viet Nam	2005	All types	1.2
Asia	Viet Nam	2005	Beer	1.13
Asia	Viet Nam	2005	Wine	0.01
Asia	Viet Nam	2005	Spirits	0.06
Asia	Viet Nam	2005	Other alcoholic beverages	0
Asia	Yemen	2005	All types	0.04
Asia	Yemen	2005	Beer	0.03
Asia	Yemen	2005	Wine	0
Asia	Yemen	2005	Spirits	0
Asia	Yemen	2005	Other alcoholic beverages	0
Africa	Zambia	2005	All types	2.25
Africa	Zambia	2005	Beer	0.41
Africa	Zambia	2005	Wine	0.01
Africa	Zambia	2005	Spirits	0.26
Africa	Zambia	2005	Other alcoholic beverages	1.57
Africa	Zimbabwe	2005	All types	1.92
Africa	Zimbabwe	2005	Beer	0.96
Africa	Zimbabwe	2005	Wine	0.01
Africa	Zimbabwe	2005	Spirits	0.06
Africa	Zimbabwe	2005	Other alcoholic beverages	0.9
Asia	Afghanistan	2004	All types	0.02
Asia	Afghanistan	2004	Beer	0.02
Asia	Afghanistan	2004	Wine	0
Asia	Afghanistan	2004	Spirits	0
Asia	Afghanistan	2004	Other alcoholic beverages	0
Europe	Albania	2004	All types	4.67
Europe	Albania	2004	Beer	1.37
Europe	Albania	2004	Wine	1.07
Europe	Albania	2004	Spirits	2.14
Europe	Albania	2004	Other alcoholic beverages	0.08
Africa	Algeria	2004	All types	0.52
Africa	Algeria	2004	Beer	0.24
Africa	Algeria	2004	Wine	0.26
Africa	Algeria	2004	Spirits	0.02
Africa	Algeria	2004	Other alcoholic beverages	0
Europe	Andorra	2004	All types	10.8
Europe	Andorra	2004	Beer	3.59
Europe	Andorra	2004	Wine	4.49
Europe	Andorra	2004	Spirits	2.72
Europe	Andorra	2004	Other alcoholic beverages	0
Africa	Angola	2004	All types	3.39
Africa	Angola	2004	Beer	1.6
Africa	Angola	2004	Wine	1.58
Africa	Angola	2004	Spirits	0.2
Africa	Angola	2004	Other alcoholic beverages	0
North America	Antigua and Barbuda	2004	All types	7.27
North America	Antigua and Barbuda	2004	Beer	1.97
North America	Antigua and Barbuda	2004	Wine	1.43
North America	Antigua and Barbuda	2004	Spirits	3.47
North America	Antigua and Barbuda	2004	Other alcoholic beverages	0.39
South America	Argentina	2004	All types	7.63
South America	Argentina	2004	Beer	2.04
South America	Argentina	2004	Wine	5.03
South America	Argentina	2004	Spirits	0.52
South America	Argentina	2004	Other alcoholic beverages	0.04
Asia	Armenia	2004	All types	3.81
Asia	Armenia	2004	Beer	0.22
Asia	Armenia	2004	Wine	0.43
Asia	Armenia	2004	Spirits	3.16
Asia	Armenia	2004	Other alcoholic beverages	0
Oceania	Australia	2004	All types	9.84
Oceania	Australia	2004	Beer	4.57
Oceania	Australia	2004	Wine	3.13
Oceania	Australia	2004	Spirits	1.2
Oceania	Australia	2004	Other alcoholic beverages	0.94
Europe	Austria	2004	All types	12.1
Europe	Austria	2004	Beer	6.7
Europe	Austria	2004	Wine	3.8
Europe	Austria	2004	Spirits	1.6
Europe	Austria	2004	Other alcoholic beverages	0
Asia	Azerbaijan	2004	All types	4.39
Asia	Azerbaijan	2004	Beer	1.46
Asia	Azerbaijan	2004	Wine	0.06
Asia	Azerbaijan	2004	Spirits	2.88
Asia	Azerbaijan	2004	Other alcoholic beverages	0
North America	Bahamas	2004	All types	9.98
North America	Bahamas	2004	Beer	3.73
North America	Bahamas	2004	Wine	1.28
North America	Bahamas	2004	Spirits	4.54
North America	Bahamas	2004	Other alcoholic beverages	0.44
Asia	Bahrain	2004	All types	2.15
Asia	Bahrain	2004	Beer	0.55
Asia	Bahrain	2004	Wine	0.21
Asia	Bahrain	2004	Spirits	1.38
Asia	Bahrain	2004	Other alcoholic beverages	0
Asia	Bangladesh	2004	All types	0
Asia	Bangladesh	2004	Beer	0
Asia	Bangladesh	2004	Wine	0
Asia	Bangladesh	2004	Spirits	0
Asia	Bangladesh	2004	Other alcoholic beverages	0
North America	Barbados	2004	All types	7.67
North America	Barbados	2004	Beer	2.98
North America	Barbados	2004	Wine	0.68
North America	Barbados	2004	Spirits	3.8
North America	Barbados	2004	Other alcoholic beverages	0.22
Europe	Belarus	2004	All types	12.08
Europe	Belarus	2004	Beer	1.33
Europe	Belarus	2004	Wine	0.22
Europe	Belarus	2004	Spirits	3.64
Europe	Belarus	2004	Other alcoholic beverages	6.89
Europe	Belgium	2004	All types	12.06
Europe	Belgium	2004	Beer	5.95
Europe	Belgium	2004	Wine	4.26
Europe	Belgium	2004	Spirits	1.84
Europe	Belgium	2004	Other alcoholic beverages	0.02
North America	Belize	2004	All types	6.04
North America	Belize	2004	Beer	3.88
North America	Belize	2004	Wine	0.12
North America	Belize	2004	Spirits	2.03
North America	Belize	2004	Other alcoholic beverages	0.01
Africa	Benin	2004	All types	1.23
Africa	Benin	2004	Beer	0.53
Africa	Benin	2004	Wine	0.12
Africa	Benin	2004	Spirits	0.15
Africa	Benin	2004	Other alcoholic beverages	0.42
Asia	Bhutan	2004	All types	0.96
Asia	Bhutan	2004	Beer	0.96
Asia	Bhutan	2004	Wine	0
Asia	Bhutan	2004	Spirits	0.34
Asia	Bhutan	2004	Other alcoholic beverages	0
South America	Bolivia (Plurinational State of)	2004	All types	2.65
South America	Bolivia (Plurinational State of)	2004	Beer	1.99
South America	Bolivia (Plurinational State of)	2004	Wine	0.1
South America	Bolivia (Plurinational State of)	2004	Spirits	0.56
South America	Bolivia (Plurinational State of)	2004	Other alcoholic beverages	0
Europe	Bosnia and Herzegovina	2004	All types	4.22
Europe	Bosnia and Herzegovina	2004	Beer	3.03
Europe	Bosnia and Herzegovina	2004	Wine	0.4
Europe	Bosnia and Herzegovina	2004	Spirits	0.67
Europe	Bosnia and Herzegovina	2004	Other alcoholic beverages	0.12
Africa	Botswana	2004	All types	4.67
Africa	Botswana	2004	Beer	2.48
Africa	Botswana	2004	Wine	0.44
Africa	Botswana	2004	Spirits	0
Africa	Botswana	2004	Other alcoholic beverages	1.74
South America	Brazil	2004	All types	6.77
South America	Brazil	2004	Beer	3.19
South America	Brazil	2004	Wine	0.4
South America	Brazil	2004	Spirits	3.15
South America	Brazil	2004	Other alcoholic beverages	0.03
Asia	Brunei Darussalam	2004	All types	0.11
Asia	Brunei Darussalam	2004	Beer	0.08
Asia	Brunei Darussalam	2004	Wine	0.02
Asia	Brunei Darussalam	2004	Spirits	0.01
Asia	Brunei Darussalam	2004	Other alcoholic beverages	0
Europe	Bulgaria	2004	All types	10.97
Europe	Bulgaria	2004	Beer	3.52
Europe	Bulgaria	2004	Wine	2.09
Europe	Bulgaria	2004	Spirits	5.29
Europe	Bulgaria	2004	Other alcoholic beverages	0.06
Africa	Burkina Faso	2004	All types	4.55
Africa	Burkina Faso	2004	Beer	0.42
Africa	Burkina Faso	2004	Wine	0.09
Africa	Burkina Faso	2004	Spirits	0.17
Africa	Burkina Faso	2004	Other alcoholic beverages	3.87
Africa	Burundi	2004	All types	5.81
Africa	Burundi	2004	Beer	1.17
Africa	Burundi	2004	Wine	0.01
Africa	Burundi	2004	Spirits	0
Africa	Burundi	2004	Other alcoholic beverages	4.63
Africa	Cabo Verde	2004	All types	4.31
Africa	Cabo Verde	2004	Beer	1.97
Africa	Cabo Verde	2004	Wine	1.81
Africa	Cabo Verde	2004	Spirits	0.53
Africa	Cabo Verde	2004	Other alcoholic beverages	0
Asia	Cambodia	2004	All types	0.9
Asia	Cambodia	2004	Beer	0.58
Asia	Cambodia	2004	Wine	0
Asia	Cambodia	2004	Spirits	0.32
Asia	Cambodia	2004	Other alcoholic beverages	0
Africa	Cameroon	2004	All types	5.32
Africa	Cameroon	2004	Beer	2.42
Africa	Cameroon	2004	Wine	0.08
Africa	Cameroon	2004	Spirits	0.07
Africa	Cameroon	2004	Other alcoholic beverages	2.76
North America	Canada	2004	All types	7.8
North America	Canada	2004	Beer	4.2
North America	Canada	2004	Wine	1.5
North America	Canada	2004	Spirits	2.1
North America	Canada	2004	Other alcoholic beverages	0
Africa	Central African Republic	2004	All types	1.61
Africa	Central African Republic	2004	Beer	0.25
Africa	Central African Republic	2004	Wine	0.01
Africa	Central African Republic	2004	Spirits	0.03
Africa	Central African Republic	2004	Other alcoholic beverages	1.32
Africa	Chad	2004	All types	0.35
Africa	Chad	2004	Beer	0.23
Africa	Chad	2004	Wine	0.01
Africa	Chad	2004	Spirits	0.03
Africa	Chad	2004	Other alcoholic beverages	0.08
South America	Chile	2004	All types	6.98
South America	Chile	2004	Beer	1.84
South America	Chile	2004	Wine	3.36
South America	Chile	2004	Spirits	1.6
South America	Chile	2004	Other alcoholic beverages	0.19
Asia	China	2004	All types	3.05
Asia	China	2004	Beer	1.12
Asia	China	2004	Wine	0.18
Asia	China	2004	Spirits	1.75
Asia	China	2004	Other alcoholic beverages	0
South America	Colombia	2004	All types	4.16
South America	Colombia	2004	Beer	2.58
South America	Colombia	2004	Wine	0.05
South America	Colombia	2004	Spirits	1.5
South America	Colombia	2004	Other alcoholic beverages	0.03
Africa	Comoros	2004	All types	0.35
Africa	Comoros	2004	Beer	0.17
Africa	Comoros	2004	Wine	0.07
Africa	Comoros	2004	Spirits	0.11
Africa	Comoros	2004	Other alcoholic beverages	0
Africa	Congo	2004	All types	2.57
Africa	Congo	2004	Beer	1.7
Africa	Congo	2004	Wine	0.33
Africa	Congo	2004	Spirits	0.54
Africa	Congo	2004	Other alcoholic beverages	0
Oceania	Cook Islands	2004	All types	8.27
Oceania	Cook Islands	2004	Beer	3.14
Oceania	Cook Islands	2004	Wine	2.41
Oceania	Cook Islands	2004	Spirits	2.71
Oceania	Cook Islands	2004	Other alcoholic beverages	0
North America	Costa Rica	2004	All types	4.12
North America	Costa Rica	2004	Beer	2.24
