continent	country	year	type	amount
Asia	Georgia	2007	Spirits	2.06
Asia	Georgia	2007	Other alcoholic beverages	0
Europe	Germany	2007	All types	11.89
Europe	Germany	2007	Beer	6.48
Europe	Germany	2007	Wine	3.24
Europe	Germany	2007	Spirits	2.16
Europe	Germany	2007	Other alcoholic beverages	0
Africa	Ghana	2007	All types	1.39
Africa	Ghana	2007	Beer	0.48
Africa	Ghana	2007	Wine	0.14
Africa	Ghana	2007	Spirits	0.09
Africa	Ghana	2007	Other alcoholic beverages	0.69
Europe	Greece	2007	All types	9.7
Europe	Greece	2007	Beer	2.38
Europe	Greece	2007	Wine	4.88
Europe	Greece	2007	Spirits	2.26
Europe	Greece	2007	Other alcoholic beverages	0.17
North America	Grenada	2007	All types	9.04
North America	Grenada	2007	Beer	4
North America	Grenada	2007	Wine	0.46
North America	Grenada	2007	Spirits	4.34
North America	Grenada	2007	Other alcoholic beverages	0.24
North America	Guatemala	2007	All types	2.24
North America	Guatemala	2007	Beer	1.03
North America	Guatemala	2007	Wine	0.03
North America	Guatemala	2007	Spirits	1.17
North America	Guatemala	2007	Other alcoholic beverages	0
Africa	Guinea	2007	All types	0.19
Africa	Guinea	2007	Beer	0.15
Africa	Guinea	2007	Wine	0.02
Africa	Guinea	2007	Spirits	0.01
Africa	Guinea	2007	Other alcoholic beverages	0.01
Africa	Guinea-Bissau	2007	All types	3.03
Africa	Guinea-Bissau	2007	Beer	0.36
Africa	Guinea-Bissau	2007	Wine	0.59
Africa	Guinea-Bissau	2007	Spirits	0.49
Africa	Guinea-Bissau	2007	Other alcoholic beverages	1.59
South America	Guyana	2007	All types	5.09
South America	Guyana	2007	Beer	1.52
South America	Guyana	2007	Wine	0.09
South America	Guyana	2007	Spirits	3.45
South America	Guyana	2007	Other alcoholic beverages	0.03
North America	Haiti	2007	All types	6.15
North America	Haiti	2007	Beer	0.13
North America	Haiti	2007	Wine	0.02
North America	Haiti	2007	Spirits	6.01
North America	Haiti	2007	Other alcoholic beverages	0.01
North America	Honduras	2007	All types	3.12
North America	Honduras	2007	Beer	1.26
North America	Honduras	2007	Wine	0.01
North America	Honduras	2007	Spirits	1.85
North America	Honduras	2007	Other alcoholic beverages	0
Europe	Hungary	2007	All types	12.55
Europe	Hungary	2007	Beer	4.58
Europe	Hungary	2007	Wine	3.85
Europe	Hungary	2007	Spirits	4.12
Europe	Hungary	2007	Other alcoholic beverages	0
Europe	Iceland	2007	All types	7.53
Europe	Iceland	2007	Beer	3.95
Europe	Iceland	2007	Wine	2.04
Europe	Iceland	2007	Spirits	1.54
Europe	Iceland	2007	Other alcoholic beverages	NA
Asia	India	2007	All types	1.57
Asia	India	2007	Beer	0.12
Asia	India	2007	Wine	0
Asia	India	2007	Spirits	1.44
Asia	India	2007	Other alcoholic beverages	0
Asia	Indonesia	2007	All types	0.07
Asia	Indonesia	2007	Beer	0.06
Asia	Indonesia	2007	Wine	0
Asia	Indonesia	2007	Spirits	0
Asia	Indonesia	2007	Other alcoholic beverages	0
Asia	Iran (Islamic Republic of)	2007	All types	0.02
Asia	Iran (Islamic Republic of)	2007	Beer	0
Asia	Iran (Islamic Republic of)	2007	Wine	0
Asia	Iran (Islamic Republic of)	2007	Spirits	0.02
Asia	Iran (Islamic Republic of)	2007	Other alcoholic beverages	0
Asia	Iraq	2007	All types	0.15
Asia	Iraq	2007	Beer	0.11
Asia	Iraq	2007	Wine	0
Asia	Iraq	2007	Spirits	0.03
Asia	Iraq	2007	Other alcoholic beverages	0
Europe	Ireland	2007	All types	13.37
Europe	Ireland	2007	Beer	6.63
Europe	Ireland	2007	Wine	3
Europe	Ireland	2007	Spirits	2.68
Europe	Ireland	2007	Other alcoholic beverages	1.06
Asia	Israel	2007	All types	2.34
Asia	Israel	2007	Beer	0.97
Asia	Israel	2007	Wine	0.17
Asia	Israel	2007	Spirits	1.15
Asia	Israel	2007	Other alcoholic beverages	0.05
Europe	Italy	2007	All types	7.19
Europe	Italy	2007	Beer	1.55
Europe	Italy	2007	Wine	4.92
Europe	Italy	2007	Spirits	0.72
Europe	Italy	2007	Other alcoholic beverages	0
North America	Jamaica	2007	All types	2.99
North America	Jamaica	2007	Beer	1.16
North America	Jamaica	2007	Wine	0.18
North America	Jamaica	2007	Spirits	1.49
North America	Jamaica	2007	Other alcoholic beverages	0.16
Asia	Japan	2007	All types	7.28
Asia	Japan	2007	Beer	1.63
Asia	Japan	2007	Wine	0.24
Asia	Japan	2007	Spirits	2.62
Asia	Japan	2007	Other alcoholic beverages	2.79
Asia	Jordan	2007	All types	0.59
Asia	Jordan	2007	Beer	0.18
Asia	Jordan	2007	Wine	0.01
Asia	Jordan	2007	Spirits	0.39
Asia	Jordan	2007	Other alcoholic beverages	0.01
Asia	Kazakhstan	2007	All types	7.26
Asia	Kazakhstan	2007	Beer	2.53
Asia	Kazakhstan	2007	Wine	0.33
Asia	Kazakhstan	2007	Spirits	4.4
Asia	Kazakhstan	2007	Other alcoholic beverages	0
Africa	Kenya	2007	All types	2.2
Africa	Kenya	2007	Beer	0.95
Africa	Kenya	2007	Wine	0.03
Africa	Kenya	2007	Spirits	0.44
Africa	Kenya	2007	Other alcoholic beverages	0.79
Oceania	Kiribati	2007	All types	0.7
Oceania	Kiribati	2007	Beer	0.51
Oceania	Kiribati	2007	Wine	0.16
Oceania	Kiribati	2007	Spirits	0.03
Oceania	Kiribati	2007	Other alcoholic beverages	0
Asia	Kuwait	2007	All types	0.03
Asia	Kuwait	2007	Beer	0.02
Asia	Kuwait	2007	Wine	0
Asia	Kuwait	2007	Spirits	0.01
Asia	Kuwait	2007	Other alcoholic beverages	0
Asia	Kyrgyzstan	2007	All types	6.97
Asia	Kyrgyzstan	2007	Beer	0.75
Asia	Kyrgyzstan	2007	Wine	0.12
Asia	Kyrgyzstan	2007	Spirits	6.1
Asia	Kyrgyzstan	2007	Other alcoholic beverages	0
Asia	Lao People's Democratic Republic	2007	All types	5.07
Asia	Lao People's Democratic Republic	2007	Beer	1.77
Asia	Lao People's Democratic Republic	2007	Wine	0
Asia	Lao People's Democratic Republic	2007	Spirits	3.31
Asia	Lao People's Democratic Republic	2007	Other alcoholic beverages	0
Europe	Latvia	2007	All types	12.12
Europe	Latvia	2007	Beer	4.15
Europe	Latvia	2007	Wine	1.18
Europe	Latvia	2007	Spirits	5.91
Europe	Latvia	2007	Other alcoholic beverages	0.88
Asia	Lebanon	2007	All types	1.72
Asia	Lebanon	2007	Beer	0.39
Asia	Lebanon	2007	Wine	0.52
Asia	Lebanon	2007	Spirits	0.79
Asia	Lebanon	2007	Other alcoholic beverages	0.02
Africa	Lesotho	2007	All types	2.9
Africa	Lesotho	2007	Beer	1.3
Africa	Lesotho	2007	Wine	0.01
Africa	Lesotho	2007	Spirits	0.55
Africa	Lesotho	2007	Other alcoholic beverages	1.05
Africa	Liberia	2007	All types	4.04
Africa	Liberia	2007	Beer	0.34
Africa	Liberia	2007	Wine	0.01
Africa	Liberia	2007	Spirits	3.68
Africa	Liberia	2007	Other alcoholic beverages	0
Africa	Libya	2007	All types	0.01
Africa	Libya	2007	Beer	0
Africa	Libya	2007	Wine	0
Africa	Libya	2007	Spirits	0
Africa	Libya	2007	Other alcoholic beverages	0
Europe	Lithuania	2007	All types	13.4
Europe	Lithuania	2007	Beer	5.6
Europe	Lithuania	2007	Wine	0.9
Europe	Lithuania	2007	Spirits	5.3
Europe	Lithuania	2007	Other alcoholic beverages	1.6
Europe	Luxembourg	2007	All types	11.94
Europe	Luxembourg	2007	Beer	4.39
Europe	Luxembourg	2007	Wine	5.12
Europe	Luxembourg	2007	Spirits	2.43
Europe	Luxembourg	2007	Other alcoholic beverages	0
Africa	Madagascar	2007	All types	0.71
Africa	Madagascar	2007	Beer	0.38
Africa	Madagascar	2007	Wine	0.17
Africa	Madagascar	2007	Spirits	0.16
Africa	Madagascar	2007	Other alcoholic beverages	0
Africa	Malawi	2007	All types	1.98
Africa	Malawi	2007	Beer	0.14
Africa	Malawi	2007	Wine	0
Africa	Malawi	2007	Spirits	0.2
Africa	Malawi	2007	Other alcoholic beverages	1.63
Asia	Malaysia	2007	All types	0.43
Asia	Malaysia	2007	Beer	0.34
Asia	Malaysia	2007	Wine	0.01
Asia	Malaysia	2007	Spirits	0.08
Asia	Malaysia	2007	Other alcoholic beverages	0
Asia	Maldives	2007	All types	1.69
Asia	Maldives	2007	Beer	0.56
Asia	Maldives	2007	Wine	0.36
Asia	Maldives	2007	Spirits	0.77
Asia	Maldives	2007	Other alcoholic beverages	0
Africa	Mali	2007	All types	0.55
Africa	Mali	2007	Beer	0.07
Africa	Mali	2007	Wine	0
Africa	Mali	2007	Spirits	0.01
Africa	Mali	2007	Other alcoholic beverages	0.47
Europe	Malta	2007	All types	7.62
Europe	Malta	2007	Beer	2.37
Europe	Malta	2007	Wine	3.27
Europe	Malta	2007	Spirits	1.62
Europe	Malta	2007	Other alcoholic beverages	0.36
Africa	Mauritania	2007	All types	0.02
Africa	Mauritania	2007	Beer	0
Africa	Mauritania	2007	Wine	0
Africa	Mauritania	2007	Spirits	0.02
Africa	Mauritania	2007	Other alcoholic beverages	0
Africa	Mauritius	2007	All types	3.24
Africa	Mauritius	2007	Beer	1.79
Africa	Mauritius	2007	Wine	0.33
Africa	Mauritius	2007	Spirits	1.12
Africa	Mauritius	2007	Other alcoholic beverages	0
North America	Mexico	2007	All types	5.35
North America	Mexico	2007	Beer	4.11
North America	Mexico	2007	Wine	0.12
North America	Mexico	2007	Spirits	1.08
North America	Mexico	2007	Other alcoholic beverages	0.03
Oceania	Micronesia (Federated States of)	2007	All types	1.63
Oceania	Micronesia (Federated States of)	2007	Beer	0.72
Oceania	Micronesia (Federated States of)	2007	Wine	0.14
Oceania	Micronesia (Federated States of)	2007	Spirits	0.77
Oceania	Micronesia (Federated States of)	2007	Other alcoholic beverages	0
Asia	Mongolia	2007	All types	3.61
Asia	Mongolia	2007	Beer	0.96
Asia	Mongolia	2007	Wine	0.1
Asia	Mongolia	2007	Spirits	2.55
Asia	Mongolia	2007	Other alcoholic beverages	0
Europe	Montenegro	2007	All types	5.69
Europe	Montenegro	2007	Beer	0.48
Europe	Montenegro	2007	Wine	2.47
Europe	Montenegro	2007	Spirits	2.31
Europe	Montenegro	2007	Other alcoholic beverages	0.21
Africa	Morocco	2007	All types	0.56
Africa	Morocco	2007	Beer	0.22
Africa	Morocco	2007	Wine	0.25
Africa	Morocco	2007	Spirits	0.08
Africa	Morocco	2007	Other alcoholic beverages	0
Africa	Mozambique	2007	All types	0.69
Africa	Mozambique	2007	Beer	0.55
Africa	Mozambique	2007	Wine	0.09
Africa	Mozambique	2007	Spirits	0.04
Africa	Mozambique	2007	Other alcoholic beverages	0
Asia	Myanmar	2007	All types	0.72
Asia	Myanmar	2007	Beer	0.12
Asia	Myanmar	2007	Wine	0
Asia	Myanmar	2007	Spirits	0.6
Asia	Myanmar	2007	Other alcoholic beverages	0
Africa	Namibia	2007	All types	5
Africa	Namibia	2007	Beer	3.75
Africa	Namibia	2007	Wine	0.28
Africa	Namibia	2007	Spirits	0.78
Africa	Namibia	2007	Other alcoholic beverages	0.2
Oceania	Nauru	2007	All types	2.24
Oceania	Nauru	2007	Beer	1.85
Oceania	Nauru	2007	Wine	0.06
Oceania	Nauru	2007	Spirits	0.33
Oceania	Nauru	2007	Other alcoholic beverages	0
Oceania	Nauru	2007	All types	2.24
Oceania	Nauru	2007	Beer	1.85
Oceania	Nauru	2007	Wine	0.06
Oceania	Nauru	2007	Spirits	0.33
Oceania	Nauru	2007	Other alcoholic beverages	0
Asia	Nepal	2007	All types	0.2
Asia	Nepal	2007	Beer	0.08
Asia	Nepal	2007	Wine	0
Asia	Nepal	2007	Spirits	0.12
Asia	Nepal	2007	Other alcoholic beverages	0
Europe	Netherlands	2007	All types	9.51
Europe	Netherlands	2007	Beer	4.76
Europe	Netherlands	2007	Wine	3.17
Europe	Netherlands	2007	Spirits	1.59
Europe	Netherlands	2007	Other alcoholic beverages	0
Oceania	New Zealand	2007	All types	9.19
Oceania	New Zealand	2007	Beer	3.94
Oceania	New Zealand	2007	Wine	3
Oceania	New Zealand	2007	Spirits	2.2
Oceania	New Zealand	2007	Other alcoholic beverages	0.05
North America	Nicaragua	2007	All types	3.77
North America	Nicaragua	2007	Beer	1.28
North America	Nicaragua	2007	Wine	0.02
North America	Nicaragua	2007	Spirits	2.46
North America	Nicaragua	2007	Other alcoholic beverages	0
Africa	Niger	2007	All types	0.1
Africa	Niger	2007	Beer	0.05
Africa	Niger	2007	Wine	0.01
Africa	Niger	2007	Spirits	0.04
Africa	Niger	2007	Other alcoholic beverages	0
Africa	Nigeria	2007	All types	10.98
Africa	Nigeria	2007	Beer	0.64
Africa	Nigeria	2007	Wine	0.04
Africa	Nigeria	2007	Spirits	0.06
Africa	Nigeria	2007	Other alcoholic beverages	10.23
Oceania	Niue	2007	All types	5.02
Oceania	Niue	2007	Beer	2.1
Oceania	Niue	2007	Wine	0.12
Oceania	Niue	2007	Spirits	2.8
Oceania	Niue	2007	Other alcoholic beverages	0
Europe	Norway	2007	All types	6.6
Europe	Norway	2007	Beer	3.02
Europe	Norway	2007	Wine	2.11
Europe	Norway	2007	Spirits	1.35
Europe	Norway	2007	Other alcoholic beverages	0.12
Asia	Oman	2007	All types	0.54
Asia	Oman	2007	Beer	0.21
Asia	Oman	2007	Wine	0.01
Asia	Oman	2007	Spirits	0.32
Asia	Oman	2007	Other alcoholic beverages	0
Asia	Pakistan	2007	All types	0.03
Asia	Pakistan	2007	Beer	0
Asia	Pakistan	2007	Wine	0
Asia	Pakistan	2007	Spirits	0.03
Asia	Pakistan	2007	Other alcoholic beverages	0
North America	Panama	2007	All types	6.15
North America	Panama	2007	Beer	4.2
North America	Panama	2007	Wine	0.18
North America	Panama	2007	Spirits	1.76
North America	Panama	2007	Other alcoholic beverages	0.01
Oceania	Papua New Guinea	2007	All types	0.71
Oceania	Papua New Guinea	2007	Beer	0.68
Oceania	Papua New Guinea	2007	Wine	0.01
Oceania	Papua New Guinea	2007	Spirits	0.02
Oceania	Papua New Guinea	2007	Other alcoholic beverages	0
South America	Paraguay	2007	All types	6.66
South America	Paraguay	2007	Beer	2.98
South America	Paraguay	2007	Wine	1.93
South America	Paraguay	2007	Spirits	1.74
South America	Paraguay	2007	Other alcoholic beverages	0.01
South America	Peru	2007	All types	4.7
South America	Peru	2007	Beer	2.6
South America	Peru	2007	Wine	0.61
South America	Peru	2007	Spirits	1.49
South America	Peru	2007	Other alcoholic beverages	0.01
Asia	Philippines	2007	All types	4.16
Asia	Philippines	2007	Beer	1.19
Asia	Philippines	2007	Wine	0.02
Asia	Philippines	2007	Spirits	2.95
Asia	Philippines	2007	Other alcoholic beverages	0
Europe	Poland	2007	All types	10.9
Europe	Poland	2007	Beer	6.1
Europe	Poland	2007	Wine	1.3
Europe	Poland	2007	Spirits	3.5
Europe	Poland	2007	Other alcoholic beverages	0
Europe	Portugal	2007	All types	12.59
Europe	Portugal	2007	Beer	3.71
Europe	Portugal	2007	Wine	7.31
Europe	Portugal	2007	Spirits	1.06
Europe	Portugal	2007	Other alcoholic beverages	0.51
North America	Puerto Rico	2007	All types	5.06
North America	Puerto Rico	2007	Beer	3.54
North America	Puerto Rico	2007	Wine	0.32
North America	Puerto Rico	2007	Spirits	1.13
North America	Puerto Rico	2007	Other alcoholic beverages	0.07
Asia	Qatar	2007	All types	1.2
Asia	Qatar	2007	Beer	0.37
Asia	Qatar	2007	Wine	0.12
Asia	Qatar	2007	Spirits	0.71
Asia	Qatar	2007	Other alcoholic beverages	0.01
Asia	Republic of Korea	2007	All types	9.05
Asia	Republic of Korea	2007	Beer	2.34
Asia	Republic of Korea	2007	Wine	0.19
Asia	Republic of Korea	2007	Spirits	0.37
Asia	Republic of Korea	2007	Other alcoholic beverages	6.15
Europe	Republic of Moldova	2007	All types	8.94
Europe	Republic of Moldova	2007	Beer	1.92
Europe	Republic of Moldova	2007	Wine	3.05
Europe	Republic of Moldova	2007	Spirits	3.57
Europe	Republic of Moldova	2007	Other alcoholic beverages	0.4
Europe	Romania	2007	All types	11.6
Europe	Romania	2007	Beer	5.44
Europe	Romania	2007	Wine	3.3
Europe	Romania	2007	Spirits	1.9
Europe	Romania	2007	Other alcoholic beverages	0
Europe	Russian Federation	2007	All types	12.23
Europe	Russian Federation	2007	Beer	4.72
Europe	Russian Federation	2007	Wine	1.17
Europe	Russian Federation	2007	Spirits	6.34
Europe	Russian Federation	2007	Other alcoholic beverages	0
Africa	Rwanda	2007	All types	7.89
Africa	Rwanda	2007	Beer	0.66
Africa	Rwanda	2007	Wine	0
Africa	Rwanda	2007	Spirits	0.03
Africa	Rwanda	2007	Other alcoholic beverages	7.2
North America	Saint Kitts and Nevis	2007	All types	10.14
North America	Saint Kitts and Nevis	2007	Beer	3.87
North America	Saint Kitts and Nevis	2007	Wine	0.54
North America	Saint Kitts and Nevis	2007	Spirits	5.46
North America	Saint Kitts and Nevis	2007	Other alcoholic beverages	0.26
North America	Saint Lucia	2007	All types	12.43
North America	Saint Lucia	2007	Beer	3.86
North America	Saint Lucia	2007	Wine	1.36
North America	Saint Lucia	2007	Spirits	6.56
North America	Saint Lucia	2007	Other alcoholic beverages	0.64
North America	Saint Vincent and the Grenadines	2007	All types	5.88
North America	Saint Vincent and the Grenadines	2007	Beer	2.47
North America	Saint Vincent and the Grenadines	2007	Wine	0.29
North America	Saint Vincent and the Grenadines	2007	Spirits	3
North America	Saint Vincent and the Grenadines	2007	Other alcoholic beverages	0.12
Oceania	Samoa	2007	All types	3.85
Oceania	Samoa	2007	Beer	3.6
Oceania	Samoa	2007	Wine	0.09
Oceania	Samoa	2007	Spirits	0.17
Oceania	Samoa	2007	Other alcoholic beverages	0
Africa	Sao Tome and Principe	2007	All types	4.29
Africa	Sao Tome and Principe	2007	Beer	0.99
Africa	Sao Tome and Principe	2007	Wine	2.67
Africa	Sao Tome and Principe	2007	Spirits	0.63
Africa	Sao Tome and Principe	2007	Other alcoholic beverages	0
Asia	Saudi Arabia	2007	All types	0.1
Asia	Saudi Arabia	2007	Beer	0
Asia	Saudi Arabia	2007	Wine	0.01
Asia	Saudi Arabia	2007	Spirits	0.09
Asia	Saudi Arabia	2007	Other alcoholic beverages	0
Africa	Senegal	2007	All types	0.32
Africa	Senegal	2007	Beer	0.17
Africa	Senegal	2007	Wine	0.12
Africa	Senegal	2007	Spirits	0.03
Africa	Senegal	2007	Other alcoholic beverages	0
Europe	Serbia	2007	All types	8.72
Europe	Serbia	2007	Beer	3.74
Europe	Serbia	2007	Wine	2.67
Europe	Serbia	2007	Spirits	2.29
Europe	Serbia	2007	Other alcoholic beverages	0.01
Africa	Seychelles	2007	All types	7.49
Africa	Seychelles	2007	Beer	4.73
Africa	Seychelles	2007	Wine	1.22
Africa	Seychelles	2007	Spirits	1.37
Africa	Seychelles	2007	Other alcoholic beverages	0.17
Africa	Sierra Leone	2007	All types	3.97
Africa	Sierra Leone	2007	Beer	0.15
Africa	Sierra Leone	2007	Wine	0.01
Africa	Sierra Leone	2007	Spirits	0.01
Africa	Sierra Leone	2007	Other alcoholic beverages	3.8
Asia	Singapore	2007	All types	1.59
Asia	Singapore	2007	Beer	1.13
Asia	Singapore	2007	Wine	0.22
Asia	Singapore	2007	Spirits	0.22
Asia	Singapore	2007	Other alcoholic beverages	0.03
Europe	Slovakia	2007	All types	10.63
Europe	Slovakia	2007	Beer	3.94
Europe	Slovakia	2007	Wine	1.79
Europe	Slovakia	2007	Spirits	4.9
Europe	Slovakia	2007	Other alcoholic beverages	0
Europe	Slovenia	2007	All types	11.02
Europe	Slovenia	2007	Beer	5.7
Europe	Slovenia	2007	Wine	4.08
Europe	Slovenia	2007	Spirits	1.24
Europe	Slovenia	2007	Other alcoholic beverages	0
Oceania	Solomon Islands	2007	All types	0.82
Oceania	Solomon Islands	2007	Beer	0.74
Oceania	Solomon Islands	2007	Wine	0.03
Oceania	Solomon Islands	2007	Spirits	0.05
Oceania	Solomon Islands	2007	Other alcoholic beverages	0
Africa	Somalia	2007	All types	0
Africa	Somalia	2007	Beer	0
Africa	Somalia	2007	Wine	0
Africa	Somalia	2007	Spirits	0
Africa	Somalia	2007	Other alcoholic beverages	0
Africa	South Africa	2007	All types	8.83
Africa	South Africa	2007	Beer	4.14
Africa	South Africa	2007	Wine	1.46
Africa	South Africa	2007	Spirits	1.4
Africa	South Africa	2007	Other alcoholic beverages	1.83
Europe	Spain	2007	All types	11.05
Europe	Spain	2007	Beer	5.09
Europe	Spain	2007	Wine	2.78
Europe	Spain	2007	Spirits	3.18
Europe	Spain	2007	Other alcoholic beverages	0
Asia	Sri Lanka	2007	All types	2.29
Asia	Sri Lanka	2007	Beer	0.2
Asia	Sri Lanka	2007	Wine	0
Asia	Sri Lanka	2007	Spirits	2.05
Asia	Sri Lanka	2007	Other alcoholic beverages	0.04
Africa	Sudan	2007	All types	2.01
Africa	Sudan	2007	Beer	0.08
Africa	Sudan	2007	Wine	0
Africa	Sudan	2007	Spirits	0.29
Africa	Sudan	2007	Other alcoholic beverages	1.64
South America	Suriname	2007	All types	4.74
South America	Suriname	2007	Beer	1.71
South America	Suriname	2007	Wine	0.18
South America	Suriname	2007	Spirits	2.7
South America	Suriname	2007	Other alcoholic beverages	0.15
Europe	Sweden	2007	All types	6.9
Europe	Sweden	2007	Beer	2.6
Europe	Sweden	2007	Wine	3.1
Europe	Sweden	2007	Spirits	1.1
Europe	Sweden	2007	Other alcoholic beverages	0.1
Europe	Switzerland	2007	All types	10.44
Europe	Switzerland	2007	Beer	3.32
Europe	Switzerland	2007	Wine	5.1
Europe	Switzerland	2007	Spirits	1.9
Europe	Switzerland	2007	Other alcoholic beverages	0.12
Asia	Syrian Arab Republic	2007	All types	0.74
Asia	Syrian Arab Republic	2007	Beer	0.05
Asia	Syrian Arab Republic	2007	Wine	0
Asia	Syrian Arab Republic	2007	Spirits	0.69
Asia	Syrian Arab Republic	2007	Other alcoholic beverages	0
Asia	Tajikistan	2007	All types	0.59
Asia	Tajikistan	2007	Beer	0.19
Asia	Tajikistan	2007	Wine	0.13
Asia	Tajikistan	2007	Spirits	0.26
Asia	Tajikistan	2007	Other alcoholic beverages	0
Asia	Thailand	2007	All types	6.14
Asia	Thailand	2007	Beer	1.98
Asia	Thailand	2007	Wine	0.02
Asia	Thailand	2007	Spirits	4.14
Asia	Thailand	2007	Other alcoholic beverages	0
Europe	The former Yugoslav republic of Macedonia	2007	All types	4.04
Europe	The former Yugoslav republic of Macedonia	2007	Beer	2.04
Europe	The former Yugoslav republic of Macedonia	2007	Wine	1.04
Europe	The former Yugoslav republic of Macedonia	2007	Spirits	0.94
Europe	The former Yugoslav republic of Macedonia	2007	Other alcoholic beverages	0.02
Asia	Timor-Leste	2007	All types	0.05
Asia	Timor-Leste	2007	Beer	0
Asia	Timor-Leste	2007	Wine	0.03
Asia	Timor-Leste	2007	Spirits	0.01
Asia	Timor-Leste	2007	Other alcoholic beverages	0
Africa	Togo	2007	All types	1.45
Africa	Togo	2007	Beer	0.6
Africa	Togo	2007	Wine	0.39
Africa	Togo	2007	Spirits	0.06
Africa	Togo	2007	Other alcoholic beverages	0.4
Oceania	Tonga	2007	All types	2.05
Oceania	Tonga	2007	Beer	0.87
