Country	Beverage Types	2009	2008	2007	2006	2005	2004	2003	2002	2001	2000
Morocco	 Wine	0.29	0.24	0.25	0.29	0.24	0.28	0.3	0.18	0.18	0.19
Morocco	 Spirits	0.1	0.09	0.08	0.07	0.06	0.06	0.06	0.05	0.05	0.05
Morocco	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Mozambique	 All types	0.74	0.76	0.69	0.6	0.62	0.59	1.69	2.19	2.14	1.17
Mozambique	 Beer	0.57	0.59	0.55	0.51	0.52	0.49	0.46	0.44	0.51	0.53
Mozambique	 Wine	0.12	0.11	0.09	0.09	0.09	0.08	0.07	0.09	0.07	0.07
Mozambique	 Spirits	0.05	0.06	0.04	0	0	0.02	1.12	1.59	1.5	0.53
Mozambique	 Other alcoholic beverages	0	0	0	0	0	0	0.06	0.06	0.05	0.03
Myanmar	 All types	0.86	0.78	0.72	0.65	0.62	0.62	0.59	0.14	0.12	0.11
Myanmar	 Beer	0.14	0.13	0.12	0.12	0.13	0.13	0.13	0.12	0.11	0.1
Myanmar	 Wine	0	0	0	0	0	0	0	0	0	0
Myanmar	 Spirits	0.72	0.65	0.6	0.53	0.49	0.49	0.47	0.01	0.01	0.01
Myanmar	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Namibia	 All types	7.87	6.16	5	4.84	4.74	4.55	5.04	4.84	4.87	5.5
Namibia	 Beer	7.63	5.94	3.75	3.57	3.36	3.19	3.3	3.58	3.43	3.6
Namibia	 Wine	0.02	0.03	0.28	0.23	0.11	0.12	0.67	0.29	0.53	0.88
Namibia	 Spirits	0.06	0.04	0.78	0.8	0.98	0.99	0.82	0.75	0.69	0.8
Namibia	 Other alcoholic beverages	0.15	0.15	0.2	0.24	0.29	0.25	0.25	0.21	0.22	0.22
Nauru	 All types	2.01	2.54	2.24	2.16	1.91	2.29	1.94	2.79	2.71	5.19
Nauru	 Beer	1.84	1.85	1.85	1.8	1.76	1.53	1.42	1.62	2.71	3.93
Nauru	 Wine	0.04	0.04	0.06	0.04	0.02	0.11	0.08	0.14	0	0
Nauru	 Spirits	0.13	0.65	0.33	0.32	0.12	0.65	0.45	1.03	0	1.26
Nauru	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Nauru	 All types	2.01	2.54	2.24	2.16	1.91	2.29	1.94	2.79	2.71	5.19
Nauru	 Beer	1.84	1.85	1.85	1.8	1.76	1.53	1.42	1.62	2.71	3.93
Nauru	 Wine	0.04	0.04	0.06	0.04	0.02	0.11	0.08	0.14	0	0
Nauru	 Spirits	0.13	0.65	0.33	0.32	0.12	0.65	0.45	1.03	0	1.26
Nauru	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Nepal	 All types	0.22	0.21	0.2	0.2	0.23	0.23	0.2	0.19	0.09	0.08
Nepal	 Beer	0.1	0.08	0.08	0.07	0.08	0.08	0.08	0.08	0.08	0.07
Nepal	 Wine	0	0	0	0	0	0	0	0	0	0
Nepal	 Spirits	0.12	0.12	0.12	0.12	0.14	0.14	0.11	0.11	0.01	0.01
Nepal	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Netherlands	 All types	9.22	9.61	9.51	9.78	9.67	9.56	9.56	9.68	9.95	10.06
Netherlands	 Beer	4.37	4.74	4.76	4.77	4.77	4.8	4.81	4.83	4.87	4.99
Netherlands	 Wine	3.28	3.28	3.17	3.42	3.3	3.1	2.94	2.84	2.98	3.01
Netherlands	 Spirits	1.58	1.58	1.59	1.59	1.59	1.66	1.81	2.01	2.1	2.06
Netherlands	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
New Zealand	 All types	9.23	9.47	9.19	9.35	9.33	9.17	8.93	9.1	8.7	8.84
New Zealand	 Beer	3.78	4.02	3.94	3.95	4.1	4.11	4.17	4.24	4.17	4.22
New Zealand	 Wine	3.03	3.03	3	3.1	3	2.85	2.73	2.74	2.51	2.57
New Zealand	 Spirits	2.38	2.37	2.2	2.26	2.18	2.15	1.95	2.02	1.91	1.92
New Zealand	 Other alcoholic beverages	0.04	0.04	0.05	0.05	0.05	0.06	0.08	0.1	0.11	0.13
Nicaragua	 All types	3.32	3.58	3.77	3.63	3.64	3.75	3.72	3.46	3.48	3.58
Nicaragua	 Beer	1.3	1.36	1.28	1.17	1.12	1.07	1.08	1.03	1.04	1.04
Nicaragua	 Wine	0.01	0.02	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.02
Nicaragua	 Spirits	2	2.21	2.46	2.46	2.51	2.67	2.63	2.42	2.43	2.52
Nicaragua	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Niger	 All types	0.1	0.11	0.1	0.1	0.1	0.1	0.1	0.09	0.09	0.09
Niger	 Beer	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.05	0.06	0.06
Niger	 Wine	0.01	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01	0.01
Niger	 Spirits	0.04	0.04	0.04	0.04	0.03	0.04	0.03	0.03	0.02	0.02
Niger	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Nigeria	 All types	10.49	10.71	10.98	11.09	11.16	11.25	11.25	11.02	11.1	11.4
Nigeria	 Beer	0.65	0.64	0.64	0.6	0.54	0.52	0.53	0.45	0.45	0.42
Nigeria	 Wine	0.02	0.06	0.04	0	0	0	0	0	0	0
Nigeria	 Spirits	0.03	0.03	0.06	0.02	0.02	0.01	0.02	0	0.02	0
Nigeria	 Other alcoholic beverages	9.8	9.98	10.23	10.47	10.61	10.71	10.71	10.57	10.63	10.98
Niue	 All types	7.06	7.02	5.02	7.1	6.22	6.8	8.27	5.16	9.17	7.42
Niue	 Beer	3.1	3.3	2.1	3.76	3.15	4.92	2.23	1.29	2.1	4.12
Niue	 Wine	0.36	0.12	0.12	0.34	1.89	0.11	0.1	1.13	0	0
Niue	 Spirits	3.6	3.6	2.8	3	2.96	1.77	5.94	2.74	7.07	3.3
Niue	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Norway	 All types	6.68	6.75	6.6	6.47	6.37	6.22	6.04	5.89	5.49	5.67
Norway	 Beer	2.96	3.06	3.02	3.01	2.98	2.96	2.76	2.89	2.82	2.93
Norway	 Wine	2.28	2.23	2.11	2.05	2	1.9	1.84	1.81	1.6	1.62
Norway	 Spirits	1.31	1.33	1.35	1.3	1.28	1.25	1.22	1.12	1	1.05
Norway	 Other alcoholic beverages	0.13	0.13	0.12	0.11	0.11	0.11	0.22	0.07	0.07	0.07
Oman	 All types	0.53	0.54	0.54	0.56	0.62	0.61	0.56	0.54	0.55	0.38
Oman	 Beer	0.22	0.22	0.21	0.21	0.21	0.21	0.21	0.24	0.28	0.13
Oman	 Wine	0.02	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0.01	0
Oman	 Spirits	0.29	0.31	0.32	0.33	0.4	0.39	0.35	0.29	0.27	0.25
Oman	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Pakistan	 All types	0.03	0.03	0.03	0.03	0.04	0.01	0.01	0.01	0.01	0.02
Pakistan	 Beer	0	0	0	0	0	0	0	0	0	0
Pakistan	 Wine	0	0	0	0	0	0	0	0	0	0
Pakistan	 Spirits	0.03	0.03	0.03	0.03	0.03	0	0	0	0	0
Pakistan	 Other alcoholic beverages	0	0	0	0	0.01	0.01	0.01	0.01	0.01	0.01
Panama	 All types	6.9	6.74	6.15	5.73	5.55	5.72	5.55	5.55	5.47	5.61
Panama	 Beer	4.81	4.64	4.2	3.83	3.61	3.62	3.41	3.37	3.4	3.43
Panama	 Wine	0.22	0.2	0.18	0.17	0.15	0.21	0.14	0.13	0.11	0.13
Panama	 Spirits	1.86	1.89	1.76	1.73	1.78	1.86	1.99	2.04	1.95	2.04
Panama	 Other alcoholic beverages	0.01	0.02	0.01	0.01	0.01	0.02	0.01	0.01	0.01	0.01
Papua New Guinea	 All types	0.82	0.81	0.71	0.64	0.84	0.58	0.59	0.61	0.68	0.74
Papua New Guinea	 Beer	0.79	0.76	0.68	0.61	0.81	0.56	0.57	0.59	0.63	0.58
Papua New Guinea	 Wine	0.02	0.02	0.01	0.02	0.02	0.01	0.01	0.01	0.01	0.05
Papua New Guinea	 Spirits	0.02	0.03	0.02	0.02	0.01	0.02	0.01	0.01	0.04	0.11
Papua New Guinea	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Paraguay	 All types	6.64	7.69	6.66	6.51	5.98	5.62	4.76	5.02	5.82	6.18
Paraguay	 Beer	3.27	3.55	2.98	3	2.84	2.63	2.27	2.66	3.08	2.98
Paraguay	 Wine	1.8	2.52	1.93	1.8	1.44	1.3	0.82	0.69	0.98	1.49
Paraguay	 Spirits	1.53	1.61	1.74	1.7	1.7	1.68	1.68	1.67	1.75	1.7
Paraguay	 Other alcoholic beverages	0.04	0.01	0.01	0.01	0	0	0	0	0	0
Peru	 All types	5.18	5.14	4.7	4.67	4.96	4.7	4.75	4.06	4.22	4.87
Peru	 Beer	3.06	2.85	2.6	2.33	2.14	1.91	1.77	1.65	1.58	1.85
Peru	 Wine	0.5	0.62	0.61	0.61	0.6	0.51	0.52	0.47	0.44	0.35
Peru	 Spirits	1.62	1.66	1.49	1.72	2.22	2.27	2.46	1.95	2.21	2.67
Peru	 Other alcoholic beverages	0.01	0.01	0.01	0.01	0.01	0.01	0	0	0	0
Philippines	 All types	4.37	4.18	4.16	4.06	4.21	4.43	4.43	4.4	4.54	4.73
Philippines	 Beer	1.21	1.22	1.19	1.14	1.29	1.35	1.2	1.11	1.12	1.18
Philippines	 Wine	0.04	0.04	0.02	0.02	0.02	0.02	0.02	0.02	0.01	0.01
Philippines	 Spirits	3.09	2.91	2.95	2.9	2.9	3.06	3.21	3.28	3.41	3.54
Philippines	 Other alcoholic beverages	0.03	0.01	0	0	0	0	0	0	0	0
Poland	 All types	10.7	11.4	10.9	10.4	9.5	9.19	9.06	8.02	7.74	8.4
Poland	 Beer	5.9	6.1	6.1	5.9	5.3	4.66	4.51	4.31	4.08	4.14
Poland	 Wine	1	1.2	1.3	1.3	1.2	1.53	1.64	1.64	1.56	1.78
Poland	 Spirits	3.8	4.1	3.5	3.2	3	3.01	2.9	2.07	2.09	2.48
Poland	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Portugal	 All types	12.03	12.35	12.59	13.12	13.34	13.47	14.21	13.23	13.41	13.08
Portugal	 Beer	3.41	3.55	3.71	3.78	3.76	3.7	3.57	3.58	3.65	3.75
Portugal	 Wine	7.21	7.29	7.31	7.78	7.97	8.05	8.74	7.71	7.83	7.74
Portugal	 Spirits	0.94	1.01	1.06	1.08	1.12	1.23	1.57	1.59	1.6	1.57
Portugal	 Other alcoholic beverages	0.47	0.5	0.51	0.49	0.48	0.48	0.33	0.35	0.33	0.02
Puerto Rico	 All types	4.76	4.87	5.06	5.26	5.35	5.3	5.5	5.85	6.06	6.28
Puerto Rico	 Beer	3.29	3.35	3.54	3.64	3.68	3.62	3.7	3.88	3.97	4.15
Puerto Rico	 Wine	0.32	0.32	0.32	0.35	0.34	0.33	0.32	0.33	0.31	0.3
Puerto Rico	 Spirits	1.09	1.13	1.13	1.18	1.23	1.26	1.47	1.63	1.77	1.82
Puerto Rico	 Other alcoholic beverages	0.07	0.07	0.07	0.09	0.09	0.1	0	0	0	0
Qatar	 All types	1.08	1.34	1.2	1.24	1.16	1.11	1	0.87	0.76	0.5
Qatar	 Beer	0.33	0.35	0.37	0.39	0.35	0.28	0.25	0.21	0.13	0.09
Qatar	 Wine	0.09	0.27	0.12	0.17	0.11	0.1	0.07	0.05	0.05	0
Qatar	 Spirits	0.66	0.71	0.71	0.67	0.7	0.73	0.68	0.61	0.58	0.41
Qatar	 Other alcoholic beverages	0	0.01	0.01	0.01	0	0.01	0	0	0	0
Republic of Korea	 All types	8.97	9.31	9.05	8.83	9.03	9.18	9.66	9.55	11.45	10.33
Republic of Korea	 Beer	2.37	2.43	2.34	2.22	1.89	2	2.32	2.41	2.37	2.23
Republic of Korea	 Wine	0.14	0.18	0.19	0.14	0.12	0.15	0.04	0.04	0.04	0.03
Republic of Korea	 Spirits	0.27	0.33	0.37	0.33	0.34	0.32	0.47	0.52	0.47	0.46
Republic of Korea	 Other alcoholic beverages	6.19	6.37	6.15	6.14	6.68	6.72	6.82	6.58	8.56	7.61
Republic of Moldova	 All types	7.77	8.35	8.94	7.72	10.16	11.77	7.76	6.44	10.78	9.77
Republic of Moldova	 Beer	1.6	1.96	1.92	1.68	1.45	1.27	1	0.82	0.62	0.47
Republic of Moldova	 Wine	2.74	2.75	3.05	1.9	4.12	6.1	2.86	1.99	6.66	5.8
Republic of Moldova	 Spirits	3.19	3.36	3.57	3.48	3.9	3.71	3.89	3.64	3.51	3.5
Republic of Moldova	 Other alcoholic beverages	0.24	0.29	0.4	0.67	0.69	0.68	0	0	0	0
Romania	 All types	11.77	13.11	11.6	10.29	9.95	9.82	8.78	9.62	9.78	10.16
Romania	 Beer	4.9	5.5	5.44	4.62	4.07	4.24	3.64	3.38	3.12	3.18
Romania	 Wine	3.1	3.5	3.3	2.99	2.33	4.29	3.33	3.92	3.16	3.47
Romania	 Spirits	2.4	2.9	1.9	0.9	1.28	1.29	1.82	2.32	3.5	3.52
Romania	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Russian Federation	 All types	11.25	12.09	12.23	11.83	11.59	11.5	11.32	10.87	10.47	10.18
Russian Federation	 Beer	4.2	4.66	4.72	4.11	3.66	3.47	3.1	2.92	2.63	2.18
Russian Federation	 Wine	1.26	1.27	1.17	1	1.03	0.95	0.9	0.8	0.75	0.71
Russian Federation	 Spirits	5.79	6.16	6.34	6.72	6.9	7.09	7.32	7.15	7.09	7.29
Russian Federation	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Rwanda	 All types	7.35	7.57	7.89	8.85	9.31	7.9	8.73	9.27	9.4	8.82
Rwanda	 Beer	0.72	0.58	0.66	0.63	0.54	0.46	0.45	0.59	0.55	0.59
Rwanda	 Wine	0	0	0	0	0	0	0	0	0	0
Rwanda	 Spirits	0.03	0.03	0.03	0.02	0	0	0	0	0	0
Rwanda	 Other alcoholic beverages	6.6	6.95	7.2	8.2	8.77	7.44	8.28	8.67	8.85	8.23
Saint Kitts and Nevis	 All types	9.68	10.07	10.14	10.8	10.03	9.14	8.54	8.29	8.55	8.41
Saint Kitts and Nevis	 Beer	3.76	3.81	3.87	3.96	3.85	3.39	3.15	3.09	3.54	3.62
Saint Kitts and Nevis	 Wine	0.9	0.85	0.54	0.35	0.23	0.32	0.23	0.31	0.39	0.65
Saint Kitts and Nevis	 Spirits	4.79	5.16	5.46	6.24	5.73	5.23	5.15	4.88	4.6	4.13
Saint Kitts and Nevis	 Other alcoholic beverages	0.24	0.26	0.26	0.25	0.22	0.19	0.01	0.01	0.02	0.02
Saint Lucia	 All types	10.83	11.82	12.43	13.22	12.1	11.64	12.55	11.85	12.02	11.69
Saint Lucia	 Beer	3.28	3.49	3.86	3.82	3.57	3.39	3.36	3.11	3.22	3.22
Saint Lucia	 Wine	1.2	1.28	1.36	1.68	0.72	0.69	0.85	0.77	1.18	1.11
Saint Lucia	 Spirits	5.9	6.45	6.56	7.07	7.16	7.03	8.28	7.91	7.56	7.3
Saint Lucia	 Other alcoholic beverages	0.45	0.59	0.64	0.64	0.65	0.53	0.06	0.06	0.06	0.06
Saint Vincent and the Grenadines	 All types	6.84	6.91	5.88	5.92	6.03	5.42	5.1	4.94	4.73	4.8
Saint Vincent and the Grenadines	 Beer	2.29	2.37	2.47	2.59	2.43	2.03	1.84	1.92	1.97	1.96
Saint Vincent and the Grenadines	 Wine	0.42	0.32	0.29	0.27	0.19	0.14	0.12	0.19	0.07	0.08
Saint Vincent and the Grenadines	 Spirits	4	4.1	3	2.95	3.32	3.15	3.13	2.82	2.67	2.75
Saint Vincent and the Grenadines	 Other alcoholic beverages	0.13	0.12	0.12	0.11	0.1	0.09	0.01	0.01	0.01	0.01
Samoa	 All types	2.88	3.97	3.85	3.52	3.63	3.62	4.16	3.29	3.42	3
Samoa	 Beer	2.55	3.65	3.6	3.37	3.31	3.3	3.7	3.03	3.25	2.85
Samoa	 Wine	0.06	0.05	0.09	0.09	0.08	0.06	0.06	0.05	0.02	0.03
Samoa	 Spirits	0.26	0.27	0.17	0.07	0.24	0.26	0.4	0.22	0.15	0.12
Samoa	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Sao Tome and Principe	 All types	4.31	4.53	4.29	5.63	5.5	5.94	6.73	5.99	5.2	5.68
Sao Tome and Principe	 Beer	0.95	1	0.99	1.05	1.15	1.16	1.19	1.22	1.22	1.25
Sao Tome and Principe	 Wine	2.75	2.79	2.67	3.97	3.5	4	4.73	4.01	3.03	3.26
Sao Tome and Principe	 Spirits	0.61	0.74	0.63	0.61	0.85	0.78	0.81	0.76	0.95	0.68
Sao Tome and Principe	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Saudi Arabia	 All types	0.08	0.08	0.1	0.07	0.05	0.06	0.05	0.05	0.05	0.05
Saudi Arabia	 Beer	0	0	0	0	0	0	0	0	0	0
Saudi Arabia	 Wine	0	0	0.01	0	0	0	0	0	0	0
Saudi Arabia	 Spirits	0.08	0.08	0.09	0.07	0.05	0.06	0.05	0.05	0.05	0.05
Saudi Arabia	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Senegal	 All types	0.3	0.28	0.32	0.35	0.33	0.35	0.34	0.36	0.35	0.29
Senegal	 Beer	0.15	0.18	0.17	0.16	0.16	0.16	0.14	0.14	0.16	0.16
Senegal	 Wine	0.13	0.07	0.12	0.14	0.12	0.15	0.17	0.18	0.14	0.09
Senegal	 Spirits	0.03	0.03	0.03	0.05	0.04	0.04	0.04	0.04	0.04	0.04
Senegal	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Serbia	 All types	8.6	8.61	8.72	8.52						
Serbia	 Beer	2.9	3.6	3.74	3.81						
Serbia	 Wine	3.41	2.72	2.67	2.37						
Serbia	 Spirits	2.29	2.29	2.29	2.32						
Serbia	 Other alcoholic beverages	0.01	0.01	0.01	0.01						
Seychelles	 All types	5.53	6.76	7.49	7.01	8.4	7.15	7.36	7.84	7.09	8.17
Seychelles	 Beer	2.68	4.44	4.73	4.51	5.1	5	5.76	6.33	6.02	6.21
Seychelles	 Wine	1.89	1.48	1.22	1.71	2.48	1.2	0.8	0.61	0.66	0.9
Seychelles	 Spirits	0.88	0.8	1.37	0.79	0.82	0.95	0.8	0.9	0.41	1.06
Seychelles	 Other alcoholic beverages	0.09	0.04	0.17	0.01	0	0	0	0	0	0
Sierra Leone	 All types	4.06	4.02	3.97	3.92	3.95	4.13	4.23	4.23	4.4	4.14
Sierra Leone	 Beer	0.19	0.19	0.15	0.15	0.14	0.14	0.14	0.14	0.14	0.13
Sierra Leone	 Wine	0.03	0.02	0.01	0.01	0.01	0.01	0.01	0.01	0	0
Sierra Leone	 Spirits	0.05	0.02	0.01	0.01	0.02	0.03	0.03	0.02	0	0.03
Sierra Leone	 Other alcoholic beverages	3.77	3.79	3.8	3.74	3.78	3.95	4.05	4.05	4.25	3.97
Singapore	 All types	1.72	1.69	1.59	1.55	1.49	1.44	1.43	2.16	2.08	2.02
Singapore	 Beer	1.22	1.22	1.13	1.14	1.1	1.07	1.06	1.47	1.34	1.29
Singapore	 Wine	0.23	0.23	0.22	0.19	0.18	0.17	0.15	0.2	0.13	0.12
Singapore	 Spirits	0.25	0.22	0.22	0.19	0.18	0.17	0.17	0.49	0.61	0.61
Singapore	 Other alcoholic beverages	0.03	0.03	0.03	0.03	0.03	0.03	0.04	0	0	0
Slovakia	 All types	10.69	11.43	10.63	10.31	10.83	10.03	9.85	10.78	10.73	11.06
Slovakia	 Beer	3.92	3.81	3.94	3.83	3.85	3.99	4.38	4.53	4.32	4.47
Slovakia	 Wine	2.14	2.02	1.79	2.16	1.56	1.33	1.46	1.59	1.48	1.49
Slovakia	 Spirits	4.63	5.59	4.9	4.31	5.42	4.23	3.65	4.29	4.56	4.85
Slovakia	 Other alcoholic beverages	0	0	0	0	0	0.48	0.36	0.37	0.37	0.25
Slovenia	 All types	10.52	10.94	11.02	12.26	11.19	10.01	11.55	9.87	11.58	12.8
Slovenia	 Beer	5.09	5.16	5.7	5.7	4.7	4.51	4.51	4.32	4.65	5.13
Slovenia	 Wine	4.55	4.58	4.08	5.43	5.22	4.18	5.46	3.86	5.07	5.82
Slovenia	 Spirits	0.88	1.2	1.24	1.13	1.09	1.11	1.58	1.69	1.87	1.84
Slovenia	 Other alcoholic beverages	0	0	0	0	0.19	0.2	0	0	0	0.01
Solomon Islands	 All types	1.2	1.07	0.82	1.01	1.13	1.21	1.2	1.09	0.7	0.71
Solomon Islands	 Beer	0.95	1.01	0.74	0.96	0.67	0.76	0.75	0.59	0.44	0.62
Solomon Islands	 Wine	0.02	0.02	0.03	0.02	0.03	0.02	0.02	0.01	0.01	0.02
Solomon Islands	 Spirits	0.22	0.04	0.05	0.03	0.41	0.42	0.43	0.48	0.24	0.07
Solomon Islands	 Other alcoholic beverages	0	0	0	0	0.02	0	0	0	0	0
Somalia	 All types	0	0	0	0	0	0	0	0	0	0
Somalia	 Beer	0	0	0	0	0	0	0	0	0	0
Somalia	 Wine	0	0	0	0	0	0	0	0	0	0
Somalia	 Spirits	0	0	0	0	0	0	0	0	0	0
Somalia	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
South Africa	 All types	8.03	8.6	8.83	8.78	8.94	8.04	8.22	8.4	8.67	8.85
South Africa	 Beer	3.95	4.16	4.14	3.98	4.05	4.6	4.8	4.74	4.89	5.05
South Africa	 Wine	1.35	1.44	1.46	1.42	1.45	1.41	1.41	1.61	1.66	1.66
South Africa	 Spirits	1.29	1.36	1.4	1.38	1.36	1.34	1.32	1.35	1.41	1.44
South Africa	 Other alcoholic beverages	1.44	1.65	1.83	2	2.08	0.69	0.69	0.71	0.72	0.7
Spain	 All types	9.99	10.24	11.05	11.86	11.92	11.68	11.35	10.74	12.35	11.84
Spain	 Beer	4.98	4.92	5.09	5.15	4.98	4.1	4.11	3.83	3.91	3.79
Spain	 Wine	2.28	2.44	2.78	3.43	3.67	3.89	3.82	4.02	4.2	4.53
Spain	 Spirits	2.73	2.88	3.18	3.28	3.27	3.69	3.42	2.89	4.23	3.52
Spain	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Sri Lanka	 All types	2.05	2.1	2.29	1.96	1.97	1.56	1.69	1.62	1.68	1.45
Sri Lanka	 Beer	0.2	0.2	0.2	0.2	0.3	0.17	0.15	0.15	0.1	0.1
Sri Lanka	 Wine	0	0	0	0	0	0	0.01	0.01	0	0.01
Sri Lanka	 Spirits	1.81	1.86	2.05	1.72	1.63	1.39	1.53	1.46	1.58	1.34
Sri Lanka	 Other alcoholic beverages	0.04	0.04	0.04	0.04	0.04	0	0	0	0	0
Sudan	 All types	1.99	2.01	2.01	1.9	1.55	1.59	1.74	1.59	1.81	1.76
Sudan	 Beer	0.08	0.12	0.08	0.01	0	0	0	0	0	0
Sudan	 Wine	0	0	0	0	0	0	0	0	0	0
Sudan	 Spirits	0.27	0.26	0.29	0.3	0.27	0.27	0.31	0.35	0.27	0.26
Sudan	 Other alcoholic beverages	1.64	1.62	1.64	1.59	1.28	1.32	1.43	1.24	1.54	1.5
Suriname	 All types	5.14	4.96	4.74	4.54	4.5	4.58	4.56	4.44	4.26	4.32
Suriname	 Beer	1.99	1.91	1.71	1.64	1.53	1.64	1.65	1.67	1.72	1.67
Suriname	 Wine	0.32	0.25	0.18	0.11	0.13	0.08	0.1	0.09	0.08	0.05
Suriname	 Spirits	2.67	2.64	2.7	2.64	2.75	2.78	2.81	2.67	2.47	2.6
Suriname	 Other alcoholic beverages	0.16	0.16	0.15	0.15	0.1	0.08	0	0	0	0.01
Sweden	 All types	7.3	6.9	6.9	6.5	6.5	6.6	6.9	6.9	6.6	6.2
Sweden	 Beer	2.7	2.6	2.6	2.5	2.6	2.6	2.8	2.7	2.7	2.7
Sweden	 Wine	3.3	3.1	3.1	2.9	2.9	2.8	2.9	2.8	2.5	2.2
Sweden	 Spirits	1.2	1.1	1.1	1	1	1.2	1.2	1.4	1.4	1.3
Sweden	 Other alcoholic beverages	0.1	0.1	0.1	0.1	0	0	0	0	0	0
Switzerland	 All types	10.15	10.29	10.44	10.24	10.15	10.55	10.82	10.85	11.12	11.26
Switzerland	 Beer	3.3	3.31	3.32	3.21	3.11	3.24	3.37	3.26	3.38	3.39
Switzerland	 Wine	4.84	4.97	5.1	5	5.14	5.27	5.41	5.55	5.68	5.81
Switzerland	 Spirits	1.89	1.89	1.9	1.9	1.79	1.92	1.92	1.93	1.93	1.94
Switzerland	 Other alcoholic beverages	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12	0.12
Syrian Arab Republic	 All types	0.75	0.74	0.74	0.75	0.78	0.6	0.86	0.9	0.94	0.92
Syrian Arab Republic	 Beer	0.08	0.06	0.05	0.04	0.04	0.04	0.04	0.04	0.04	0.04
Syrian Arab Republic	 Wine	0.01	0.01	0	0	0	0	0	0	0	0
Syrian Arab Republic	 Spirits	0.66	0.68	0.69	0.71	0.74	0.56	0.82	0.86	0.91	0.89
Syrian Arab Republic	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Tajikistan	 All types	0.68	0.59	0.59	0.63	0.76	0.82	0.88	0.94	0.94	0.91
Tajikistan	 Beer	0.24	0.3	0.19	0.17	0.15	0.14	0.14	0.14	0.14	0.15
Tajikistan	 Wine	0.04	0.08	0.13	0.17	0.29	0.3	0.32	0.33	0.31	0.21
Tajikistan	 Spirits	0.4	0.21	0.26	0.29	0.33	0.39	0.42	0.47	0.48	0.55
Tajikistan	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Thailand	 All types	6.74	7.54	6.14	6.12	6.21	5.8	5.95	5.72	5.75	5.4
Thailand	 Beer	2.01	2.24	1.98	1.95	1.69	1.53	1.51	1.2	1.16	1.09
Thailand	 Wine	0.14	0.16	0.02	0.02	0.02	0.04	0.03	0.03	0.01	0.02
Thailand	 Spirits	4.59	5.14	4.14	4.15	4.51	4.23	4.41	4.5	4.58	4.29
Thailand	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
The former Yugoslav republic of Macedonia	 All types	3.9	4.27	4.04	4.01	4.58	3.94	3.91	4.49	4.6	4.86
The former Yugoslav republic of Macedonia	 Beer	1.71	2.06	2.04	2	2	1.98	1.94	1.94	1.99	2
The former Yugoslav republic of Macedonia	 Wine	1.28	1.29	1.04	1.06	1.79	1.03	1.05	1.78	1.81	2.05
The former Yugoslav republic of Macedonia	 Spirits	0.88	0.9	0.94	0.93	0.79	0.91	0.9	0.76	0.8	0.82
The former Yugoslav republic of Macedonia	 Other alcoholic beverages	0.02	0.02	0.02	0.02	0.01	0.02	0.01	0.01	0.01	0
Timor-Leste	 All types	0.09	0.06	0.05	0.04	0.36	0.39	0.44	0.48	0.5	0.5
Timor-Leste	 Beer	0.01	0.01	0	0.01	0.34	0.36	0.37	0.41	0.42	0.43
Timor-Leste	 Wine	0.06	0.04	0.03	0.02	0.02	0.02	0.03	0.03	0.03	0.03
Timor-Leste	 Spirits	0.01	0.01	0.01	0.01	0	0.01	0.04	0.04	0.05	0.05
Timor-Leste	 Other alcoholic beverages	0	0	0	0	0	0	0	0	0	0
Togo	 All types	1.31	1.41	1.45	1.46	1.11	1.04	1.06	1.04	0.98	1.16
Togo	 Beer	0.68	0.67	0.6	0.51	0.48	0.47	0.47	0.45	0.43	0.46
Togo	 Wine	0.25	0.33	0.39	0.42	0.32	0.32	0.26	0.21	0.2	0.1
